,food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
1519,육회,한국회관,서울 서초구 사평대로18길 10 1층,0507-1498-3465,음식이 맛있어요 462,친절해요 242,양이 많아요 178,재료가 신선해요 147,매장이 청결해요 137,"대한민국 갈비탕 넘버원!진짜 여기 갈비탕은 한번 맛보면 못 벗어납니다!최고의 갈비탕 찐맛집입니다!우리아이,저 전부 너무 좋아하고직원분들,사장님 다들 너무 친절하세요! 포만감 과 행복함 두마리 토끼를 잡을 수 있는 음식점입니다."
1520,육회,심야포차 시실리,서울 용산구 한강대로 130-2,0507-1312-3629,음식이 맛있어요 113,특별한 메뉴가 있어요 51,기본 안주가 좋아요 43,술이 다양해요 40,인테리어가 멋져요 40,"신용산에 웨이팅없이 못가는 분위기포차 시실리!운좋게 타이밍이 맞아 드뎌 착석 ㅠㅠ 확실히 전체적인 인테리어나 분위기가 낭만있어요 ㅋㅋ 2층에도 자리가있지만 회전율이 높진않습니다! 메인메뉴인 모듬회를 주문했고 가격대는 좀있는편, 그에 반해 숙성도나 맛은 아쉽긴했네요..... 그래도 회 구성이나 양은 나쁘지 않았습니다. 맛보단 젊은 레트로 감성의 포차로 분위기즐기러가기에 갠찬은것같아요!"
1521,육회,육미안 혜화점,서울 종로구 창경궁로 246-4 1층 육미안,0507-1449-1611,음식이 맛있어요 602,특별한 메뉴가 있어요 295,친절해요 266,고기 질이 좋아요 246,재료가 신선해요 185,대학로데이트코스로 손색없는 분위기도 좋고 고급스런 소고기집이에요. 다 구워져서나오니 편하게 먹기만 하면 되는데 넘나 부드럽게 잘 구워져나오는데다 직원분들도 친절하고 서비스도 좋아서 만족스럽네요
1522,육회,산울림1992,서울 마포구 서강로9길 60 산울림1992,0507-1417-0352,음식이 맛있어요 415,술이 다양해요 369,특별한 메뉴가 있어요 182,기본 안주가 좋아요 139,인테리어가 멋져요 135,"곱파전 특별하고 너무 맛있어용!!! 미나리무침과의 조화가ㅜㅠㅠㅠ최고ㅜㅜㅜ 기본안주 미역무침도 맛나고, 직원분들도 친절! 다양한 주류메뉴가 있어서 고르는 재미도 있고!! 담번엔 다른것도 먹으러 올려구용번창하세용 "
1523,육회,야끼니꾸청량 청량리본점,서울 동대문구 답십리로 61-1 1층,0507-1393-7375,음식이 맛있어요 394,고기 질이 좋아요 348,친절해요 239,인테리어가 멋져요 167,매장이 청결해요 167,일단 ! 고기의질이 너무 좋아요 방문할때 손님이 많아서 맛집이네 ! 라고 생각했는데 야끼니꾸청량 선택한 나자신 너무 칭찬해  응대해주신 직원분들도 너무 친절하셔서 기분좋게 식사했어요  메뉴 셋팅 신선한재료 뭐하나 빠지는거 없이 세심하게 다 챙긴곳이에요  물회육회도 진짜 맛있어요  재방문의사 100프로 
1524,육회,육회한사이,서울 중랑구 사가정로51길 38 1층 육회한사이,0507-1366-7432,음식이 맛있어요 48,친절해요 43,재료가 신선해요 38,가성비가 좋아요 28,매장이 청결해요 20,여기 진짜 찐찐찐 맛집입니다이렇게 많이 주시면 남는게 있나요 사댱님..?진짜 매일매일 먹어도 맛있는 내 찐맛집사장님 적게 일하고 많이 버세요오옹~♡
1525,육회,청화접,서울 마포구 동교로 268 지하1층 청화접,0507-1333-6580,음식이 맛있어요 276,인테리어가 멋져요 192,친절해요 154,술이 다양해요 137,특별한 메뉴가 있어요 126,"가게 분위기, 음식의 맛•양, 직원들의 친절함모두 완벽했던 가게였어요!회 종류가 엄청 다양하면서 싱싱해서 맛있었고, 뇨끼는 양도 많고 맛있었어요!같이 시킨 탕도 담백하면서 자극적이지 않아서술이랑 같이 먹기 너무너무 좋았어요 연남에 올 때마다 생각날 것 같은 가게였습니다잘 먹었습니다! ++사장님이 친절하시고 잘생기셨어요"
1526,육회,진주육회 4호점,서울 종로구 창경궁로 86 1층,02-2263-0369,음식이 맛있어요 431,재료가 신선해요 316,친절해요 228,매장이 청결해요 207,매장이 넓어요 142,"광장시장 가면 항상 방문하는 집인데, 같이 방문한 친구들 모두 엄지척에 인정한 찐 맛집입니다!! 낙지도 완전 살아있고 육회 퀄리티는... 말로 설명 불가...막걸리 한병만 마시려고 했는데, 육회&녹두전 조합에 2병 더 깟네요ㅋㅋ 친구,연인,가족 등 어떤 조합으로 와도 괜찮은 맛집인가 같습니다!! 진주육회최고~!!!"
1527,육회,고우가 여의도점,서울 영등포구 여의대로 24 전경련회관 지하1층,0507-1342-9554,음식이 맛있어요 519,특별한 날 가기 좋아요 366,친절해요 356,특별한 메뉴가 있어요 302,인테리어가 멋져요 270,"여의도 점심 맛집 고우가 여의도점 룸식당에서 런치 C코스 80g 79,000원 가성비 한우 오마카세로점심식사 잘하고 왔습니다.코스는 바지락스프, 고우담 한입요리로 랍스타타르트, 불고기, 육회를 시작으로 가리비 관자, 육젓국수 , 비장탄 프리맘 한우구이, 도미솥밥, 반상, 디저트로 이어지는 코스가 가성비가 저녁 디너 코스보다 좋았네요.^^이제 코로나도 종식되고 2024년에는 더욱 발전하며 소원 성취하기 바랍니다."
1528,육회,우천식육식당 청담본점,서울 강남구 도산대로94길 20,0507-1468-1016,음식이 맛있어요 330,친절해요 167,재료가 신선해요 159,가성비가 좋아요 117,매장이 청결해요 64,"여자친구랑 특수부위+등심 육회냉면, 깍두기볶음밥, 된장찌개까지 배터지게 먹고왔어요!고기도 너무 좋고, 식사메뉴도 정말 맛있어서 소고기 생각날 때 다시 방문하고 싶어요!!"
1529,육회,윤공 Korean Bistro,서울 동작구 동작대로7길 49 1층,010-3238-0970,음식이 맛있어요 1055,특별한 메뉴가 있어요 724,친절해요 525,매장이 청결해요 337,대화하기 좋아요 211,여기 진짜 맛있어요ㅠㅠㅠ 먹은 메뉴 하나하나 다 맛있어요ㅠㅠㅠ 특히 감자채전 진짜 과자처럼 고소하고 바삭하고요 동치미소면 진짜 국물 상큼새콤하고 리프레시하기 좋아요ㅠㅠ 다음에 또 가서 메뉴 다 먹어볼거에요
1530,육회,몽주방,서울 마포구 독막로7길 20 1층,0507-1364-7875,음식이 맛있어요 569,특별한 메뉴가 있어요 244,친절해요 209,인테리어가 멋져요 196,매장이 청결해요 128,정말 혀를 내두르는 맛입니다. 잠시 다른 세상에 들렸다가 왔어요. 하마터면 돌아오지 못할 뻔 했습니다. 육회 한 판 꼭 드시고요. 소에 대한 무한한 감사 즐기시길 바라겠습니다. 안 가셔서 후회하는 일은 없었으면 좋겠습니다^^
1531,육회,부촌육회 별관,서울 종로구 종로 200,02-2272-1831,음식이 맛있어요 1707,재료가 신선해요 619,친절해요 504,고기 질이 좋아요 360,가성비가 좋아요 342,"서울 30년 인생 5번째 방문인데오늘은 왠지 기분이 좋습니다.아버지와 함께 일하며 출장나갈때 마다 소주 한잔하는데 오늘이 최고로 좋습니다술과 안주를 검색하다가 여기로 왔습니다. 안주가격이 저렴한데 맛은 저렴하지가 않습니다.육회, 낙지 퀄리티는 아주 좋고업체 일하시는 분들 너무너무 친절하시고, 카운터에 남자분 너무 친절하셔서 좋았습니다!!!"
1532,육회,진주육회 3호점,서울 종로구 동호로 403 1층,0507-1334-0368,음식이 맛있어요 750,친절해요 302,고기 질이 좋아요 223,가성비가 좋아요 189,재료가 신선해요 157,"우연히 들어왔는데,! 음식도 빠르게 나오고육회 너무 맛있어요!!빈대떡도 바삭하구사장님과 직원분등도 친절하셔용!!소고기 무국도 진짜 깊은맛 나용!가게 내부도 쾌적하네용"
1533,육회,부농정육식당,서울 송파구 백제고분로28길 29 1층 부농정육식당,02-413-3308,음식이 맛있어요 243,친절해요 126,재료가 신선해요 110,고기 질이 좋아요 90,가성비가 좋아요 75,"1. 예약필수! 저녁 되기 애매한 시간에 연락했더니 다행히 자리가 있어서 대기 없이 들어갔어요. (금요일 17:40방문)2. 고기 신선하고 맛있어요. 특수부위 살살 녹았습니다. 차돌도 맛있음! 꽃차돌(?)부위가 원래 진짜라는데 기름이 많아 더 고소하고 맛있었어요.3. 사장님, 직원분들 친절! 커트에 펌 하신 이모님 센스만점 ㅋㅋㅋㅋㅋ재방문 의사 있습니다"
1534,육회,금성회관 합정본점,서울 마포구 양화로6길 78 1층,0507-1331-0974,음식이 맛있어요 4073,친절해요 2683,재료가 신선해요 2071,고기 질이 좋아요 2022,매장이 청결해요 1912,깔끔한 식당에서 육즙 가득 고기가 먹고 싶다면??!바로 이 곳!!! 금성생갈비두툼한 고기 안에 가득한 육즙!! 한 입 먹는 순간 육즙이 팡팡!!두툼한 고기는 질기다는 생각은 놉!! 신선한 고기라 고소하답니다~ 웨이팅하면 계란찜도 서비스!!기다릴 수록 오히려 쪼아~~ 후드 안까지 깨끗하게 닦는 식당은 첨 본다구요~~ 청결 점수 1000000점!!! 합정에서 고기는 금성회관으로 꼬우~ 
1535,육회,육회자매집 종로3호점,서울 종로구 종로 208,02-2272-3036,음식이 맛있어요 1622,재료가 신선해요 484,친절해요 443,가성비가 좋아요 289,매장이 넓어요 234,"육회 신선하고 너무너무 맛있어요 육회덮밥도 추천드려요! 덮밥 소짜 구천원인데 양도 꽤 많고 육회도 많이 있어요! 개인적으로는 덮밥이 진짜 맛있었습니다 주문하면 소고기뭇국이 같이 나와서 국이랑 같이 먹으면 순삭이예요 국에 고기가 많아서 좋았어요!평일날 점심 피크시간에 갔는데, 회전율 빠르고 직원분들이 체계적이셔서 음식도 엄청 금방 나오고 잘 먹었습니다"
1536,육회,신림정,서울 관악구 봉천로 248,02-886-4463,음식이 맛있어요 113,재료가 신선해요 45,친절해요 35,특별한 메뉴가 있어요 33,고기 질이 좋아요 30,친구와 함께 늦은 저녁에 방문해서 웨이팅 없이 들어갔어요. 고기는 신선하고 정말 맛있었지만 양이 적고 비싸요. 감안하시고 방문하세요!^^
1537,육회,다몽집 신논현본점,서울 강남구 강남대로100길 13 지하1층/2층 다몽집,0507-1468-4245,음식이 맛있어요 509,특별한 메뉴가 있어요 303,친절해요 262,고기 질이 좋아요 230,매장이 넓어요 223,이미 유명한 강남역소고기맛집초벌로 구워나온 고기를숯불로 다시 구워바로 먹을 수 있는 맛집이라구강남역 언덕길 오르다 지칠 때...고개를 들어다몽집 신논현본점을 보라오늘 일용할 양식의미래가 그곳이 있을지니...
1538,육회,백제정육점,서울 종로구 종로35길 34,02-762-7491,음식이 맛있어요 196,양이 많아요 70,가성비가 좋아요 63,특별한 메뉴가 있어요 57,고기 질이 좋아요 52,"워낙 유명한 집이라 웨이팅 각오하고 찾으면 기다리는 재미도 있고, 타이밍 잘 맞추면 생각보다 회전율이 빨라서 금방 들어갈 수 있습니다. 유명한 맛집인데다 오랜 단골도 많은 노포이다보니 조금 시끄럽고 정신없는 분위기는 감수해야되지만 빠르게 서빙되는 음식과 정겨운 맛에 불평불만은 사라지게 되는 마법ㅋㅋ"
1539,육회,송리단양조장,서울 송파구 백제고분로45길 11 렉스프라자 2층,0507-1391-5211,음식이 맛있어요 603,술이 다양해요 509,친절해요 429,인테리어가 멋져요 380,특별한 메뉴가 있어요 241,"분위기가 너무 좋아요..우선 여자들끼리 모임하기 좋아보이구 데이트코스로도 추천드려요! 매장이 오묘한 색을 띄어서 더 예쁜 것 같아요! 막걸리랑 막창순대,김치메밀전병을 먹었는데 안주진짜 너무 맛있어요 ㅠㅠㅠ 막걸리는 진짜 부드럽고 술 못드시는 분들도 이정도는 다 드실만한 맛! 향과 맛이 단맛도 조금 나면서 밀키스 같아요!! 송리단길 방문코스로 송리단양조장 추천!"
1540,육회,육회어때 응암점,서울 은평구 응암로11길 15 1층,0507-1342-3349,음식이 맛있어요 1017,고기 질이 좋아요 748,친절해요 561,매장이 청결해요 383,가성비가 좋아요 278,"한우수육전, 한우접시수육, 통새우미나리전 등 생고기를 어려워하시는 분들도 함께 즐거운 술자리할 수 있는 메뉴들이 많아 가족외식 장소로도 추천드립니다.곤약 조림과 콘샐러드, 미역국이 기본 반찬인 것도 맘에 들지만, 투쁠 한우 육회라 기대했는데 역시나 신선하고 식감이 쫀득쫀뜩 입에 착착 감겨요!1등급 수페리어 연어가 충분히 기름지고 고소해서 하이볼과 잘 어울렸어요!'2000원의 초밥용 밥'을 추가하여 연어초밥을 만들어 먹는 방법도 very good idea 신년계획 다이어트는 작심삼일로 무너졌지만 건강한 안주로 이만한 게 없어요새절역, 불광천이 가까워서 맛있는 식사하고 산책하기에도 좋아요~~"
1541,육회,부뚜막,서울 관악구 남부순환로 1597-15,02-884-3692,음식이 맛있어요 411,고기 질이 좋아요 187,친절해요 180,가성비가 좋아요 128,재료가 신선해요 100,소고기 질이 굉장히 좋구요! 스테이크먹는 느낌이라서 진짜 맛있었어요~ 금토는 웨이팅 필수이고 평일에 데이트코스로 좋아요 금토는 손님이 많아서 ㅎ 먹는데만 신경쓰게되더라구요~ 와규생각날때 종종 갈듯!
1542,육회,육회어때 경의선숲길점,서울 마포구 백범로26길 8 1층 육회어때,0507-1424-3347,음식이 맛있어요 760,고기 질이 좋아요 516,친절해요 406,매장이 청결해요 225,가성비가 좋아요 211,지난 달에 남자친구랑 우연히 배달어플에서 보고 주문해 봤는데 엄청 신선하고 너무 맛있더라구요!!! 간과 천엽도 넘 신선 잡내 하나도 없고 그래서 이번엔 매장으로 방문해보았습니다!! 역시나 너무 맛있고요!이제부터 육회는 육회어때에서만 먹는걸로!!!!
1543,육회,유캔하이 혜화역점,서울 종로구 창경궁로 246-3 1층,0507-1383-1525,음식이 맛있어요 356,특별한 메뉴가 있어요 207,고기 질이 좋아요 196,인테리어가 멋져요 178,친절해요 174,혜화역에 위치한 존맛탱 고기집 유캔하이!이미 유명하지만 왜 유명한지 알거같은 집입니다육미안이랑 맛은 똑같아요여기는 본갈비가 진짜 맛있는데부드럽고 달달한 양념이 정말 매력적이네요중간중간 느끼함을 달래줄 스키야끼 우동도 맛있고치즈 폭탄 본갈비 볶음밥은 지~인짜 맛있으니 꼭!!! 제발!!!! 드시는거 강추합니다디저트 딸기아이스크림도 존맛 ㅠ잘 먹고 갑니다 번창하세요
1544,육회,자연축산,서울 성동구 고산자로24길 13,0507-1351-5977,음식이 맛있어요 94,재료가 신선해요 81,친절해요 79,가성비가 좋아요 60,고기 질이 좋아요 48,갈때마다 고기맛에 감동받고 갑니다~^^
1545,육회,무식당 성수본점,서울 성동구 왕십리로10길 5-9 무식당,0507-1471-8303,음식이 맛있어요 422,고기 질이 좋아요 260,친절해요 242,특별한 메뉴가 있어요 166,매장이 청결해요 135,"다양한 반찬, 만석임에도 매장 내 고기 냄새 많이 안나서 좋아요. 애피타이저로 주신 단호박 죽이 정말 맛있었고 참나물소스? 그게 정말 맛있었어요비냉은 맵지 않고 과일로 양념만드신 느낌? 고기에 느끼함을 잡을려고 드시는거면 맞지 않은거 같아요."
1546,육회,호보식당,서울 강남구 논현로85길 43 1층,02-508-3992,음식이 맛있어요 2344,친절해요 1179,재료가 신선해요 1064,매장이 넓어요 930,특별한 메뉴가 있어요 817,"오랜만에 방문했는데.. 여전히.. 좋네요 ㅋㅋ직원분들도 친절하시고, 당연 고기도 맛있고!!!깔끔하고, 곁들임 반찬도 좋고, 진짜 강추!!!친구한테 추천하면서. 괜찮을까 고민했는데..겁나 맛있다고 ㅋㅋㅋ 성공!!! 성공 ㅋㅋㅋ"
1547,육회,어머니대성집,서울 동대문구 왕산로11길 4,02-923-1718,음식이 맛있어요 1375,재료가 신선해요 392,특별한 메뉴가 있어요 345,친절해요 312,양이 많아요 247,거의 일년만에 방문.역시나 친절하고 정말 맛있다.세번 방문했는데 한번도 술을 안해서주문하고 다 먹는데까지 걸리는 시간은 단 20분..숨도 안쉬고 먹게되는 해장국과 처음 주문해본접시불고기. 불고기는 딱 엄마가 해준 소불고기 맛이난다. 짜지도 싱겁지도 않은 맛.해장국 하나를 둘이 먹다 국물이 모자라서혹시나 하고 리필요청을 드렸더니 해주신다.인심도 좋다. 서울에서 사는 동안은 연례행사처럼꼭 들려야 직성이 풀릴것같은 맛집이다.
1548,육회,가성비,서울 동작구 신대방2길 2-9 1층,0507-1333-9793,음식이 맛있어요 186,가성비가 좋아요 145,친절해요 117,재료가 신선해요 90,양이 많아요 71,연말이 되면 꼭 보고싶은 친구들이 있지요? 그래서 오늘 모교근처에서 어릴적 친구와 회동을 했습니다 신대방역 공영주차장에 주차를 하고 바로 옆에 위치한 가성비 맛집 가성비에서 대박 맛있는 육회와 언제나 실패하지않는 연어회 그리고 사장님이 추천해주신 내인생 최고의 육회비빔밥을 먹고왔습니다. 가성비 맛집이라서 더욱더 즐거웠던 친구들과의 시간 앞으로 가성비에서더 자주자주 만나야 겠습니다잘먹었습니다 감사합니다 조만간 다시 뵙겠습니다
1549,육회,육영토종한우 본점,서울 영등포구 당산로 160,02-3667-6011,음식이 맛있어요 482,재료가 신선해요 120,가성비가 좋아요 114,친절해요 111,고기 질이 좋아요 80,근처에 소고기 먹을만한곳은 여기뿐입니다 조금 비싸지만 괜찮은 곳이에요
1550,육회,홍천한우,서울 서초구 효령로55길 47,02-586-0513,음식이 맛있어요 350,양이 많아요 162,고기 질이 좋아요 160,친절해요 145,가성비가 좋아요 130,당일도축한 육사시미를 맛볼 수 있는 남부터미널 소고기 맛집!! 홍천에서 당일날 가져온 뭉티기를 먹을 수 있는 곳입니다. 뭉티기 드실려면 평일 오후 두시 반 이후에 방문하세요!! 그저 대존맛ㅠㅠ 직원분들도 너무 친절하고 숯불갈비도 입에서 살살 녹습니다!! 밑반찬으로 육전이랑 간장게장도 나오는데 퀄리티가 미쳤음. 숯불갈비 4시 이후에 주문하면 서비스로 쟁반 냉면이 나오는데 서비스계의 혁명이라고 생각함. 양도 많을 뿐더러 야채도 많고 겁나 맛있음.
1551,육회,본고향맛집 동묘점,서울 종로구 지봉로 16 동암빌딩 1층,0507-1420-3394,음식이 맛있어요 282,친절해요 114,매장이 넓어요 106,고기 질이 좋아요 105,단체모임 하기 좋아요 71,"완전 최애 단골집! 사무실이 근처이기도하고, 도매 시장 들를 때마다 든든한 밥심 챙길 때, 도매 사장님들하고 한 끼 회식 할 때, 일에 치여 정신없이 일하다가도 브레이크타임없다보니 언제든! 집밥처럼 들락거리는 곳입니다. 최애는 김찌와 삼겹살!! 물론 한우도 맛있지만 워낙 돼지러버인데, 제대로 신선한 암돼지이다보니 두툼하게 쫄깃한 건 드셔보시면 바로 아실거예요. 거기에 김치찌개 시켜 밥에 슥슥 비벼 먹으면, 그 날의 행복은 다 가진 날입니다."
1552,육회,역전포차,서울 영등포구 당산로47길 6 1층,02-6012-3989,음식이 맛있어요 182,친절해요 111,가성비가 좋아요 74,기본 안주가 좋아요 70,특별한 메뉴가 있어요 44,"가성비 육사시미파는 역전포차 추천해드릴게요!!정육점에서 막산것처럼 맛있고 매장도 넓어서 편해요특히같이 먹는 저 생강, 마늘, 초장아닌 양념장, 소금기름장, 고추 등 신선하고 조합이 너무 맛있었어요!!나중애 회식하러 올게요~"
1553,육회,뚝방집,서울 성동구 살곶이길 18 마장동우시장먹자골목타운3층303호,0507-1357-5481,음식이 맛있어요 78,친절해요 46,가성비가 좋아요 24,고기 질이 좋아요 23,재료가 신선해요 17,둘이서 한우 모듬 중 자 먹으면 딱 맞아요! 찌개 기본으로 나와 공기밥만 추가하면 됩니다~ 이번에 이전해서 더 깔끔해졌네요
1554,육회,천막집,서울 성북구 보문로30길 31 1층 천막집,010-4779-1938,음식이 맛있어요 180,특별한 메뉴가 있어요 63,가성비가 좋아요 59,친절해요 44,양이 많아요 37,너무 반해버림 양도 푸짐하고 이런 포차 분위기에 곱창구이라니 ㅜㅜ 소곱창 시키려다가 이거로 (사실잘못시킴ㅋㅋ) 근데 오히려 더 좋음 ! 곱창도 맛보고 고기도 먹고 양념 자체가 과하지 않으면서 맛있어서 술이 술술 들어가요 그리고 명란감자전 미쳤어여.. 감자가 엄청 두툼한데 겉바속촉에 정석 ㅠㅠ 명란소스까지 너무 잘 어울려버려.. 또 갑니다
1555,잡채,꽃밥에피다,서울 종로구 인사동16길 3-6,0507-1362-0276,재료가 신선해요 1241,음식이 맛있어요 1121,특별한 메뉴가 있어요 933,친절해요 749,특별한 날 가기 좋아요 588,"캐치테이블로 미리 예약한 후 방문한 미슐랭 빕구르망 식당, '꽃, 밥에피다' 스페셜 유기농 한우 떡불고기 코스1. 입맛다심 : 김부각, 새송이버섯부각2. 유기농 감자 스프3. 유기농 옥수수 드레싱을 곁들인 샐러드4. 마감태전, 물김전, 팽이버섯전 그리고 장김치5. 과일채소 냉채6. 고추잡채7. 눈개승마 나물밥 & 유기농 한우 떡불고기8. 국화차, 호박식혜, 들깨엿강정, 유과, 약과가장 먼저 한옥 인테리어, 청결하고 깔끔한 테이블이 좋은 인상을 주었다.코스로 나오는 음식 모두 정갈하고 건강하게 맛있었다.개인적으로는 감자 스프와 샐러드가 너무 맛있었다.그리고 무엇보다 직원 분들이 다들 빠르게 코스를 챙기고 정말 친절했다특별한 날 가족 모임 장소로 강추!재방문 의사 완전 있다!"
1556,잡채,색동저고리,서울 마포구 도화길 27,02-711-1211,음식이 맛있어요 948,단체모임 하기 좋아요 574,매장이 넓어요 444,친절해요 433,재료가 신선해요 360,"한국 고유의 전통음식을 사랑하는 한식요리 전문가들이 만든 정식 한정식 브랜드로 올해 2023년 한국소비자 베스트브랜드 대상 1위 - 생선구이 한정식 부문 상 받았다고 합니다. 그래서 믿고 간 마포 1티어 한정식, 색동저고리 마포점요즘 날이 넘 추워서 엄마 모시고 몸보신 겸 갔는데, 엄마가 너무 좋아하셨어요. 음식이 정갈하고 밑반찬부터 정성이들어가 모두다 너무 맛있고, 특히 10개는 넘어보이는 룸이 있는 식당으로 가족모임, 연말모임, 소모임, 회식 장소로 품격있고 고급진 장소에요!통갈치 구이 한마리싱싱한 제주 산 통통한 갈치 한마리가 통으로 나와 비린내 하나도 없고, 고소하면서도 짭조름한데 영양돌솥밥과 청포 묵무침,잡채,떡갈비,샐러드와 5종 밑반참과 함께하니 정말 맛있고 든든해요!"
1557,잡채,원조누드치즈김밥,서울 종로구 창경궁로 88 광장시장 내 41호,010-3164-1145,미등록,미등록,미등록,미등록,미등록,좋아요
1558,잡채,담,서울 서초구 남부순환로 2406 예술의전당 서예박물관 1층,02-598-8187,음식이 맛있어요 822,친절해요 257,매장이 넓어요 256,매장이 청결해요 231,재료가 신선해요 207,"예술의전당에 전시회보러 갔다가 한정식 먹고 싶어 방문했어요. 예술의전당내에 서예박물관 1층에 있어서 가기 정말 편리했어요. 맛있는 한정식 메뉴 다양하게 많았어요. 담한상차림 주문했는데 진짜 만족했어요. 된장찌개, 바싹불고기, 쭈꾸미볶음, 보쌈, 고등어구이, 전, 잡채, 정갈한 반찬들까지 전부 다 맛있네요. 분위기도 좋고 푸짐하고 맛있고 정갈한 한정식 맛볼 수 있어서 누구나 다 좋아할거 같아요. 예술의전당한식 맛집으로 강추해요."
1559,잡채,오향만두,서울 서대문구 연희맛로 22 삼원빌딩,02-326-2087,음식이 맛있어요 289,가성비가 좋아요 87,특별한 메뉴가 있어요 84,친절해요 68,재료가 신선해요 65,군만두와 오향장육이 맛있다고 하던데 혼밥으로 방문하여 군만두만 맛보게 되었습니다.군만두인데 부랴부랴 먹다가 입 데인건 안 비밀이니 방문 하실 분은 잠시 한 김 식혔다가 드세요.^^나란히 나란히 줄 서 있는 만두들이 한 면만 더 바삭하게 구워져 있어요.역시 맛있습니다.맛있어서 가족들과 함께 즐기려고 포장도 해서 나왔습니다.
1560,잡채,양반댁,서울 종로구 인사동길 19-18 양반댁,02-733-5507,음식이 맛있어요 195,친절해요 74,재료가 신선해요 52,단체모임 하기 좋아요 41,차분한 분위기에요 32,친절하고 정갈한 한정식 식당 가야할때 인사동 맛집 양반댁 강추 이모님들 너무 친절하시고 위치도 딱 인사동 초입에 있어서 편했어요. 간장게장과 돼지갈비정식 먹었는데 딱 한정식반찬들 나와서 넘 좋았구 솥밥에 누룽지도 맛나고 기분좋은 점심식사 했습니다. 사람들 만나기도 좋고 대접하기 좋아요
1561,잡채,강동반상,서울 강동구 상일로6길 39 지하1층,02-429-2733,음식이 맛있어요 404,매장이 넓어요 170,양이 많아요 141,단체모임 하기 좋아요 131,가성비가 좋아요 125,게장이 짜지도않고너무 맛있어요부모님 모시고 가기 너무 좋아요먹고나오는데 매실차도 인상깊어요
1562,잡채,천향 도곡점,서울 강남구 논현로 166 1층,02-574-6464,음식이 맛있어요 217,친절해요 99,매장이 청결해요 72,매장이 넓어요 70,재료가 신선해요 69,평일 점심엔 첨 가봤는데… 진짜 사람 많네여~웨이팅 하고 들어갔어요.짬뽕 종류가 참 다양한데~기본짬뽕만 시켜도 저렇게 통 오징어가 나와서~특별하고~푸짐하게 먹을 수 있어요~^^
1563,잡채,섭생정식 창동본점,서울 도봉구 노해로 341 1층 101호,0507-1410-7884,음식이 맛있어요 2034,재료가 신선해요 1709,친절해요 1175,특별한 메뉴가 있어요 847,매장이 청결해요 630,"섭생정식은 웨이팅이 기본이라서 캐치테이블 예약하고 방문하시는걸 추천드려요. 건강한밥상을 모토로 재료도 신선하고 정성스러움이 보이는 메뉴들 덕분에 평일 점심도 만석이었어요. 전복돌문어비빔밥,벌교여수꼬막비빔밥,성게알비빔밥 주문했는데 건강함이 그대로 느껴지면서도 너무 맛있게 먹었어요. 먹고 난 뒤에도 속이 정말 편한거있죠. 기본찬에 잡채랑 간장게장까지 있는데 무한으로 리필이 가능해서 정말 푸짐하게 먹을 수 있어요. 건강한 음식들이라서 그런지 부모님이랑 함께 식사하는 손님들이 많네요."
1564,잡채,고반가든 여의도본점,서울 영등포구 여의대방로67길 21 1층,0507-1341-5225,음식이 맛있어요 1874,고기 질이 좋아요 1250,친절해요 822,인테리어가 멋져요 766,매장이 넓어요 733,"여의도 맛집돼지고기 전문 고반식당의 업그레이드 버젼인 소고기 전문 식당프리미엄 생갈비는 퀄러티도 엄청 좋은데다 한돈 목살도 부드럽고 짜지 않아서 아주 만족스럽다특히나 냉면과 솥밥의 퀄러티, 가격이 너무 굳주류도 다양해서 가족모임이나 회식장소로 너무 좋을 듯"
1565,잡채,산들해반포,서울 서초구 반포대로 287 고속터미널역 G1 출구,02-537-0113,음식이 맛있어요 841,매장이 넓어요 286,단체모임 하기 좋아요 280,가성비가 좋아요 254,재료가 신선해요 245,가성비는 좋아요직원 분은 바빠서 그런지 아주 불친절ㅠ음식은 평범 합니다엄청 맛있는 건 아니지만 가짓수가 많아요!어르신들이 많더라구요모임도 많이 하시는데소규모 의 인원은 예약도 안 되네요 ㅠ
1566,잡채,일품진진수라 강남점,서울 서초구 서초대로 254 지하2층,0507-1394-3112,음식이 맛있어요 253,단체모임 하기 좋아요 164,친절해요 141,특별한 날 가기 좋아요 141,매장이 청결해요 121,저의 취업 기념으로 울산에서 가족들이 올라오게 되어 밥집을 찾아보다 방문했습니당! 늦둥이 동생이 있어 노키즈존이 아닌곳이어야 했는데 여긴 애기의자 애기식판 수저까지 다 준비되어 있더라고용!! 애기들 메뉴가 따로 있는건 아니라서 같이 나눠먹어야 했는데 어느정도 먹는 양이 있다면 단품 추가하거나 코스 주문해서 먹으면 될 거 같긴했어영!! 안먹는건 저희가 더 먹으면 되니까영ㅋㅋㅋㅋ 여하튼 부모님도 계속 맛있다 하시니 식당 잘 고른거 같아서 제가 다 뿌듯했습니다^-^ 직원들도 다 넘 친절하고 좋았어영
1567,잡채,다온정,서울 강남구 테헤란로14길 16 라인빌딩,0507-1402-3955,음식이 맛있어요 305,친절해요 153,단체모임 하기 좋아요 127,재료가 신선해요 120,차분한 분위기에요 116,상견례로 예약하고 이용했는데 음식이 맛있어요! 예약 확인 연락도 주시고~ 세팅도 잘 해주셨네요. 룸도 넓어서 짐 보관하기도 좋아요~ 친절하고 화장실에 가그린도있고 세심함이 보이는곳이라 추천해요!
