food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
해물찜,소문난마산아구해물찜 본점,서울 서초구 강남대로99길 29-9 정원빌딩 소문난마산아구해물찜 본점,02-3446-7337,음식이 맛있어요 189,재료가 신선해요 110,양이 많아요 81,친절해요 70,단체모임 하기 좋아요 46,무엇보다 음식이 짜지않고 단백합니다섞어찜을 먹었는데 2명이서 볶음밥까지 썩션했네요반찬들도 깔끔하고 정갈합니다
해물찜,길조,서울 강동구 천호대로 1173,0507-1441-9494,음식이 맛있어요 366,재료가 신선해요 171,단체모임 하기 좋아요 129,주차하기 편해요 119,양이 많아요 117,한상차림 4인으로 주문했는데 메뉴가 너무 다양하고 잘나왔어요! 부모님도 너무 만족하셔서 잘드셨다고 칭찬해주셨어요!!! 길동 모임장소로 추천입니다!
해물찜,찜집_본점,서울 중랑구 면목로 287 1층(찜집),02-494-0044,음식이 맛있어요 577,양이 많아요 360,재료가 신선해요 188,친절해요 159,매장이 넓어요 124,모임하기 넓고 편하고 친절하시네요. 아구찜 해물찜을 시켜 두테이블에서 나눠 먹었는데 좋았어요. 추가반찬 셀프에요. 일행이 번데기를 좋아해서 반찬코너에 있는 번데기 많이 먹었어요 ㅋ
해물찜,월순철판동태찜,서울 서대문구 연희맛로 17-14 1층,02-325-1567,음식이 맛있어요 755,양이 많아요 230,재료가 신선해요 218,주차하기 편해요 143,친절해요 141,한번 가족들이랑 갔다가 계속 찾게되는 집입니다❤️ 매운맛 잘 못드시는 분들은 무조건 덜매운맛 추천입니다!! 가시기전에 미리 연락드리고 가면 음식이 거의 바로 나와요 전화 안하고 가시면 음식 나오는데 30분정도 걸립니다!!ㅠㅠ
해물찜,해물한소반 사당직영점,서울 동작구 동작대로1길 18,02-597-0717,음식이 맛있어요 270,양이 많아요 91,친절해요 82,단체모임 하기 좋아요 65,재료가 신선해요 64,"음식은 맛있고 너무 좋아요~ 낙지지리탕은 고추가 들어가서 매콤한 편. 그래서 더 깔끔하고요왕해물찜은 아귀, 알, 고니, 전복, 갑오징어 등이 들어가서 더 풍성하고 먹을 게 많아요아귀보단 왕해물찜 더 추천하고요바빠서 직원분의 친절과 서비스는 기대하기 어려우니 참고하세요"
해물찜,굴과찜사랑,서울 성동구 행당로17길 23,02-2296-9922,음식이 맛있어요 295,재료가 신선해요 163,친절해요 93,양이 많아요 92,특별한 메뉴가 있어요 74,"올해의 굴을 위하여 지인의 검색으로 방문. 토요일이라 오픈 시간 맞추서 오픈 10분전 방문. 이미 앞에 약 10팀 정도 있었지만 다행히 오픈 첫 타임으로 입장. 한번에 4인 20팀 정도 가능할 듯. 입장하고 기다리면 직원들이 순서대로 주문 받음. 주문만 넣는데도 20분 이상 걸림. 음식받으니 총 50분 정도 지나있었음. 기본찬으로 생굴과 김치 속 조금 챙겨주는데 굳이 생굴회 안 시키고 그정도만 맛보아도 만족했음. 굴 씨알이 큰 것들이 많았고, 찐 정도가 내 취향에는 좀 과한 느낌이었고, 같이 간 지인들은 익힌 정도는 만족스러웠다고 함. 3명 모두 소금기가 덜 빠져 짠 느낌을 받음. 여자 3명이서 굴찜 소, 굴국밥 1 주문해서 배부르게 먹음. 굴국밥이 기대 이상 만족스러워서 추천함."
해물찜,해담 아구찜&해물찜,서울 강남구 강남대로96길 11 2층,0507-1337-5990,음식이 맛있어요 365,재료가 신선해요 235,양이 많아요 196,친절해요 182,매장이 청결해요 181,둘이서 소자 시켰는데 양이 많아서 다 못먹었어요! 재료 하나하나 다 신선해서 더 맛있었던 것 같습니다 맵찔이분들은 순한맛 추천드려요 ㅎㅎ 여기 룸도 따로 있어서 단체 예약하기도 좋은듯해요 두번째 방문인데 역시 만족 잘먹고갑니당~
해물찜,신고집해물찜 화곡점,서울 강서구 강서로 188,02-2668-3359,음식이 맛있어요 434,재료가 신선해요 112,친절해요 110,양이 많아요 105,매장이 넓어요 83,"해물삼합, 해물찜, 아귀찜모두 맛있습니다콩나물의 아삭한 식감이 살아 있고해산물도 신선하고 양념이맛있습니다~👍"
해물찜,성수AGU,서울 성동구 상원길 48-1 AGU,0507-1474-5667,음식이 맛있어요 510,특별한 메뉴가 있어요 323,인테리어가 멋져요 307,친절해요 229,재료가 신선해요 175,"새로 생긴 곳이어서 매장 내부가 엄청 깔끔하고 인테리어가 예뻐요🏠 성수에 카페 분위기의 깔끔한 술집이 은근 많지 않은데 퇴근 후 한잔 하기 딱 좋은 곳이에요!🍻 분위기가 힙하고 핫플 느낌 낭낭해서 친구들과 모임하기 좋고 데이트 코스로🥂도 강력 추천드리는 성수맛집이에요! 재방문 의사 무조건 있습니다 >< 성수 AGU에서만 먹을 수 있는 시그니처 아구찜🥘 메뉴는 꼭 드셔보세요! 가게 이름이 AGU인 만큼 아구찜이 정말 정통으로 맛있는데요, 여기에 곱창튀김, 우삼겹 등을 올려 퓨전식으로 요리하셔서 다채로운 맛까지 더해졌답니다~🤤 매콤한 아구찜에 고소한 감태낙지 주먹밥🍙까지 곁들이면 술이 술술 들어가는 최고의 술안주 조합이에요~! 여기에 국내의 모든 술 종류(증류수,칭다오,한라산,화요)등과 하이볼까지 완벽해요🍹"
해물찜,가락골마산아구찜,서울 송파구 송이로19길 3 1층,0507-1370-6666,음식이 맛있어요 881,양이 많아요 316,재료가 신선해요 299,친절해요 228,가성비가 좋아요 147,대기가 길다는 말을 듣고 갔는데다행이도 대기 없이 입장했습니다3명이 해물찜 소자에 콩나물 추가했고요양이 푸짐하고 해물이 신선합니다가격대비 양이 많아요볶음밥 사진은 없는데 들기름 넣고 아주 맛있습니다강추^^같이간 지인 말로는 포장보다 가서 먹는게 더 맛있다고 합니다~~
해물찜,어가,서울 송파구 송파대로49길 48,02-419-7333,음식이 맛있어요 474,양이 많아요 200,재료가 신선해요 146,친절해요 129,단체모임 하기 좋아요 91,부모님이랑 신년모임으로 가서 먹었어요~ 해물찜도 맛있고 바지락칼국수 볶음밥까지 배부르게 먹었네요!! 바로앞에 주차공간이 있어서 좋아요!
해물찜,해화동,서울 영등포구 여의나루로 77-1 지하1층,0507-1454-8341,음식이 맛있어요 283,재료가 신선해요 198,양이 많아요 163,매장이 넓어요 128,단체모임 하기 좋아요 120,#여의도해물칼국수 는 해화동 입니다 ㅋㅋ 진짜 양이 어마무시해요!! 👍🏻👍🏻 어쩜 각종류의 조개들과 새우도 큼직하고 황태채도 들어있어 국물이 진하고 시원합니다~~ 굿굿 친구랑 둘이서 해물파전도 주문했는데 오징어랑 새우가 듬뿍 들어있어서 진짜 맛있어요! 크기가 너무 커서 남은 파전은 포장했어요ㅎㅎ 여의도점심 맛집 찾으시면 해화동 추천합니닷😆
해물찜,서초해물찜칼국수,서울 서초구 서초중앙로24길 27 지파이브센트럴프라자 B1층,02-577-6465,음식이 맛있어요 404,양이 많아요 179,매장이 넓어요 113,친절해요 105,재료가 신선해요 93,서초동에서 아구찜을 넉넉하게 그리고 맛나게 잘 하는 맛집이에요.사장님이 음식에 대한 자부심이 큰 만큼 맛도 좋아요.미역국도 맛있고 아구의 식감도 훌륭한 곳이에요.가격이 비싼듯 하지만 실제로 음식이 등장할 때면 감탄으로 가격 저항감이 사라지는 곳이에요.
해물찜,마린보이 코다리1번가 면목점,서울 중랑구 겸재로 185 1층,0507-458-3308,음식이 맛있어요 42,재료가 신선해요 28,가성비가 좋아요 24,친절해요 18,양이 많아요 18,벌써6번째 찐 당골인데 알탕 진심으로 맛 있어요 ~ 국물이 칼칼하고 쉬원하고 중독성 있는 맛이에요.마린보이코다리1번가 체인점이더라고요 코다리조림 아구찜 동태탕 메뉴구성 좋고 맛 다 좋아요 사장님 영원히 장사해주세요~~^^
해물찜,숲속에바다,서울 강북구 삼양로181길 194-19,02-998-7333,음식이 맛있어요 116,단체모임 하기 좋아요 55,친절해요 52,뷰가 좋아요 50,매장이 넓어요 44,✔️미네랄물을 먹고 자란 돼지라 퀄리티 좋고 육즙이 있어서 맛있게 먹음✔️ 김치 묵은지라 구워서 먹으니 꿀맛✔️ 야외에서 먹으니 더 좋음✔️ 사장님께서 보호소에서 큰 강아지 입양하셨는데 피부병 치료 받고 있어서 일시적으로만 밖에 묶어놨다고 하심✔️유기견 구조한 마음 따뜻하신분✔️친절맛집+ 삼겹살맛집
해물찜,마산아구찜,서울 은평구 백련산로 160,02-384-3007,음식이 맛있어요 269,양이 많아요 131,재료가 신선해요 120,친절해요 90,가성비가 좋아요 73,"가족들끼리 방문했는데 밑반찬부터 맛있었어요~ 엄마가 밑반찬 참 깔끔하고 맛있다고 하시더라구요ㅎㅎㅎ 넷이서 해물찜 중짜, 아구찜 소짜 주문했는데 나온거 보고 양이 많아서 아구찜소짜는 바로 포장해달라고 말씀드렸네요ㅎ.. 해물찜에 볶음밥까지 너무 맛있게 먹었습니다~"
해물찜,군산찜,서울 마포구 새터산길 2,02-306-3977,음식이 맛있어요 495,재료가 신선해요 159,친절해요 141,양이 많아요 85,가성비가 좋아요 48,부모님과 가끔 먹던곳~ 시골서 이모가 오셔서 재방문
해물찜,맹순이꽃게아구찜,서울 강서구 공항대로 272 2층,02-3661-6570,음식이 맛있어요 802,양이 많아요 235,매장이 넓어요 229,재료가 신선해요 209,친절해요 195,1월1인 새해 첫날 서울 식물원 다녀오면서 인터넷 뒤져 찾은 가게 울엄마 꽃게 찜 엄청 맛있게 잘드시네요볶음밥도 맛나요발산역 맹순이 아구찜 잘먹고 한해 시작합니다
해물찜,강동해물찜해천탕,서울 강동구 양재대로 1416,02-483-7345,음식이 맛있어요 374,재료가 신선해요 113,매장이 넓어요 109,양이 많아요 107,주차하기 편해요 104,미등록
해물찜,군산 은모래 해물탕 아구찜,서울 서초구 방배천로4길 8 1층,02-588-2320,음식이 맛있어요 182,재료가 신선해요 95,양이 많아요 67,단체모임 하기 좋아요 56,친절해요 50,빈 자리있는 곳으로 들어갔는데 손님 많고 정신없던 것에 비해 직원분들이 아주 친절하셨어요.조금 비싼 것 같았지만 아구찜 소에 밥 추가해서 3인이서 먹으면 적당할것같아요
해물찜,미스터아구 신내점,서울 중랑구 봉화산로 250,02-433-5626,음식이 맛있어요 743,친절해요 273,매장이 넓어요 235,주차하기 편해요 232,재료가 신선해요 216,6호선 봉화산역에서 내려 10분 정도 걸어가면 갈수 있는 위치에 있고 매장 주차장이 넓어 차를 가지고 방문해도 좋을듯합니다. 6시에 방문했더니 바로 입장해서 식사할수 있었는데 7시가 넘어가니 손님이 많이 오시네요. 기본 반찬도 깔끔하게 잘 나오고 모듬찜도 먹기 좋게 잘 나오네요. 오랜만에 해물찜 맛있게 잘 먹었습니다. 후식으로 커피를 마실수 있게 해두셨던데 친구들과 방문해 바로 다음 술자리로 이동해 커피는 마셔보지 못했네요. 아이들 메뉴인듯한 돈가스도 함께 주문해봤는데 돈가스도 맛있더군요. 직원분들도 친절하셔서 맛있게 해물찜에 술한잔 하고 왔습니다. 잘 먹었습니다.
해물찜,오인자아구찜 본점,서울 관악구 남부순환로 1924 동림오피스텔 103 호 오인자 아구찜,0507-1332-8422,음식이 맛있어요 776,친절해요 317,재료가 신선해요 300,양이 많아요 224,매장이 넓어요 205,"봉천동 사는 친구 추천으로 방문했습니다. 2024년에 황제처럼 잘 먹고 잘 살자는 의미로 이름도 거룩한 황제 해물찜으로 주문 완료~ 갠적으로 이런 문어는 난생 첨으로 영접해 봅니다. 킹왕짱 그 잡채?ㅋㅋ. 야들야들 식감도 좋고, 아구에 새우, 전복, 꽃게 등 해산물도 푸짐합니다. 성인 3명이서 먹었는데, 배가 불러 볶음밥을 못 먹었다는...ㅠ.ㅠ"
해물찜,해다원해물찜,서울 동대문구 천호대로85길 17 압구정빌딩2층 해다원해물찜,02-2242-8449,음식이 맛있어요 148,재료가 신선해요 51,친절해요 51,가성비가 좋아요 39,단체모임 하기 좋아요 39,가장 순한맛으로~~~프리미엄해물찜^^장안동 해물찜 맛집들이 많은곳!요기는^^ 다른집 보다는해물이 퍽퍽하지않코 식감이 좋았다👍술 없는 밥만(술은못먹는2인) 한그릇씩 ㅋ ㅋ 계산할때 주인장님께서 웃으심^^밥먄 먹어서 그런가? ㅋ 술안주에 밥만먹었으니^^간만 맛나게 해물찜 👍
해물찜,뚝섬해물탕,서울 성동구 성덕정19길 3,02-497-4889,음식이 맛있어요 132,재료가 신선해요 53,친절해요 39,양이 많아요 39,가성비가 좋아요 18,멍게도 맛있어요!
해물찜,강동AGU,서울 강동구 구천면로 349 102호,0507-1481-2046,음식이 맛있어요 545,특별한 메뉴가 있어요 331,친절해요 317,재료가 신선해요 279,메뉴 구성이 알차요 209,아구찜에 대창이라니~❤️ 개나리마약대창아구찜 선택했더니~ 오픈주방에서 불향까지 입혀진 큼직큼직한 아구찜에 대창도 곤이도 많이 들었더라구요! 특제소스에 찍어먹었더니 완전 꿀맛이었네요^^ 김이 모락모락나는 콘치즈 볶음밥까지 지글지글 볶아먹으면 100점~ 대창아구찜은 처음인데 완전 꿀맛 제스타일이었어요! 😄
해물찜,옛날집낙원아구찜,서울 종로구 삼일대로 436,02-741-3621,음식이 맛있어요 304,친절해요 103,양이 많아요 89,재료가 신선해요 88,단체모임 하기 좋아요 30,서울식 생아구찜을 처음 개발한 원조 맛집이라고 하는데그래서 그런지 진짜 감칠맛이 남다르네요맛있어서 소식가와 방문했는데도 다먹고 볶음밥까지 클리어하고 왔어요친절함은 기본 베이스로 깔려있는 정겨운 맛집이에요자주 방문하고 싶어요
해물찜,아빠찜 문정역점,서울 송파구 문정로 13 1층 1호,0507-1479-1107,음식이 맛있어요 148,재료가 신선해요 59,양이 많아요 58,친절해요 55,매장이 넓어요 52,미쳤어요 문정동에 아구찜 맛집이 드디어 생겼습니다 드디어!!!!!!!ㅠㅠㅠㅠㅠ #문정동신상맛집 이여서 가봤는데 개대박입니다 존맛 진짜아구찜 소자 양 미쳤고요 맛도 미쳤고요 매콤하거 살탱클 안에는 부드럽고 하아~~~아니 그리구 위에 아구 대창도 올려져서 나와요 싱싱함 돌았죠볶음밥은 주문하면 이런 무쇠철판에 따로 볶아져서 나오는데 진짜로 개맛있음 ㅋ 아구찜소스에 비벼먹으면 찰떡궁합 삼천원에 행복함을 누리세요!!!!!!!내부도 엄청 넓어서 단체손님 회식도 다 가능할듯해요!!!너무 맛나서 또갈겁니다 ㅠ^ㅠ~~~! #문정동맛집 #문정동아구찜 #문정동회식
해물찜,해물명가,서울 성북구 동소문로15길 1 1층,0507-1383-6117,음식이 맛있어요 590,친절해요 296,재료가 신선해요 243,양이 많아요 204,가성비가 좋아요 180,동태해물탕 먹고 싶어서 들렸어요.갑오징어랑 문어 너무 부드러워서 치아가 약한 저는 먹기 너무 좋습니다.써빙 봐주시는 분이 먹기좋게 잘라주시고 먹는 순서까지 알려주셔서 더욱 맛있게잘 먹었습니다~^^올때마다 기분 좋은 식사 시간 되어서참 좋습니다~^^더욱 번창 하세요~!!
해물찜,통큰해물탕,서울 양천구 목동중앙북로5길 30,02-2655-1125,음식이 맛있어요 293,재료가 신선해요 212,친절해요 161,양이 많아요 121,특별한 메뉴가 있어요 69,"인생맛집입니다. 해물좋아하시는분들 뵈면 항상 모시고갑니다.다들 정말 좋아하시는 곳이에요. 방송도 협찬이아닌 전부 방송사에서 부탁, 요청하신걸로 알고있어요.마케팅맛집들이 판치는 요즘 진짜인 맛집입니다."
해물찜,본가왕해물찜 강서점,서울 강서구 강서로5나길 82,02-2699-5758,음식이 맛있어요 209,양이 많아요 134,재료가 신선해요 66,가성비가 좋아요 66,친절해요 57,성인3명에 해물찜 대자 주문해서 먹었습니다ㅎㅎ맵기는 중간정도 했고해물과 콩나물이 적절히 들어가 있어요ㅎㅎ다음에 또 방문합니다👍👍👍👍
해물찜,옥수해물찜칼국수,서울 성동구 독서당로40길 39 옥수 어울림,02-2292-3335,음식이 맛있어요 645,양이 많아요 289,재료가 신선해요 140,가성비가 좋아요 128,친절해요 116,재료의 신선함이 느껴지고 양념 진짜 맛있습니다! 해물하나하나 너무 맛있어요❤️ 대기를 좀 해야하지만 부모님 모시고 가기 딱입니다! 까다로운 부모님 모시고 가도 만족할만한 곳! 점심시간 끝타임쯤가서 그나마 30분 이내로 기다렸어요. 원래는 점심시간에 가려면 오픈런 하는 곳입니다
해물찜,이모네아구탕찜,서울 강동구 올림픽로70길 44,02-484-4692,음식이 맛있어요 180,친절해요 73,재료가 신선해요 55,양이 많아요 33,단체모임 하기 좋아요 30,멀리서 먹으러왔는데 먹다가 철사 수세미가 게다리에 걸려 나왔는데 가위로 끊어서 먹고 컴플레인은 안했지만 정말 실망이었음 먹고나서 배탈나지않음 다행인듯아무리 냉동게겠지만 몸통이랑 게다리에 게살도 거의 없고 녹아있음 이 퀄리티에 소자에 45000원이라니 솔직히 돈이 아깝네요공기밥 포함도 안되구요...
해물찜,김가네찜칼국수,서울 노원구 공릉로 181 1층,02-978-8880,음식이 맛있어요 486,양이 많아요 267,친절해요 228,매장이 넓어요 182,가성비가 좋아요 123,매번 만두전골먹다가 오랜만에 칼국수 시켜서 먹었는데 역시나 맛있어요.바지락이 끝도없이 나와 배부르게 먹었어요.음식양이 많은편이어서여자성인3명이 가면 2인분에 만두하나 시키면 적당할거같아요보리밥 먼저 조금 비벼먹는데 그것도 맛있고 물김치는 또 왜이리 맛있는지..오늘도 한끼 잘먹었습니다.
해물찜,해물명가,서울 성동구 금호로11길 4,02-2231-6446,음식이 맛있어요 331,재료가 신선해요 110,양이 많아요 93,가성비가 좋아요 81,단체모임 하기 좋아요 77,"금호동 찐맛집 발견~~ 왜 여길 이제야 갔냐며~~~해물찜 아구찜 모두 양도 푸짐하고 자극적이지 않고 깔끔 담백!!!! 연포탕 볶음밥도 완벽한데,끝없이 나오는 스끼다시도 대애박~~~ 자꾸 생각날 맛집^^ 단골각!!!!!"
해물찜,통큰찜 목동점,서울 강서구 곰달래로58길 7-14 1층 통큰찜,0507-1363-1038,음식이 맛있어요 169,양이 많아요 114,재료가 신선해요 83,가성비가 좋아요 75,친절해요 73,집 근처에 이렇게 맛있는 해물찜 집이 있는줄 몰랐어요! 약간 구석에 있어서 많이들 모르는것 같은데 아는 사람은 아는 동네 맛집 같더라구요역시 영수증 리뷰 좋은 맛집이 최고네요ㅋㅋㅋㅋ대박입니다 완전 맛있었어요! 진짜 신선해요
해물찜,신고집칼국수본점,서울 노원구 노원로15길 51-30 1층,02-948-4880,음식이 맛있어요 882,양이 많아요 321,친절해요 210,가성비가 좋아요 173,재료가 신선해요 144,음식 양이 많아 남은 음식을 포장했습니다. 부모님이 김치가 맛있으시다고 일하시는 이모님들 모여계시는데 김치는 따로 판매 안하시냐 물었는데 모두 떨떠름해하면서 이상한 사람 취급 하셔서 다신 갈 일 없을 것 같아요. 계산하려고 계산대 앞에 계속 서있었는데 계산대 뻔히 다 보이면서 이모님들 수다떠시기만 하고 한참 기다렸습니다옛날에 북적거리는 동네 맛집이었는데 이제 주말 점심시간에도 가게 절반이상 비어있는 이유를 알 것 같아요. 바지락 칼국수도 재료가 휑하고 예전만 못합니다.
해물찜,이실이네,서울 구로구 공원로6나길 29-21 1층 이실이네,0507-1406-0264,음식이 맛있어요 232,재료가 신선해요 100,친절해요 48,양이 많아요 36,단체모임 하기 좋아요 36,왜이렇게 맛있는거죠? 감칠맛 장난아닌 양념에 술이 술을 계속 부르는곳 양도 많아여🫶
해물찜,미스터아구 약수점,서울 중구 다산로 105 . 1층,0507-1328-6707,음식이 맛있어요 186,재료가 신선해요 95,양이 많아요 82,친절해요 69,매장이 청결해요 60,"*약수 미스터아구*아구찜을 매우 좋아하는 가족들 모시고, 약수역 미스터아구 먹구왔어요.우선 주차도 넘 편하고 내부도 깨끗해서 부모님 모시기 가기 편하더라구요.모둠찜 대자 시켰는데 양이 지인짜 많아요. 그리고 해물도 다양하게 들어갑니다. 게도 2마리나 들어가고, 알고니도 푸짐해서 정신없이 먹었네요😎볶음밥도 보리밥이 들어가서 톡톡 터지는 식감이 특색있고 맛나요!!엄마도 넘 좋아하시고, 집에서도 가까워서 주말 낮에 몸보신하러 종종 올 것 같아요👍"
해물찜,복진해물잔치마당,서울 도봉구 방학로11길 101 2층,02-900-4567,음식이 맛있어요 462,양이 많아요 219,재료가 신선해요 175,친절해요 165,가성비가 좋아요 81,인스타에서 검색해서 방문하게 되었어요~ 해물찜이 푸짐하니 맛나보였는데요 실제로 보니깐 진짜 양도 많고 푸짐해요~ 문어도 큼지막하고 해물도 많아요 어른기준 소시키면 세명이 먹어도 충분한 양이었어요~ 사장님이 진짜 친절하시고 오래된 가게 포시 뿜뿜하는 곳이어었어요 근처에 올일있으면 또 방문할 예정입니다 강추에요~!!
해물찜,바다가요리한찜,서울 양천구 화곡로 64,02-2602-2638,음식이 맛있어요 629,매장이 넓어요 221,양이 많아요 188,친절해요 164,주차하기 편해요 154,오랜만에 방문했는데 물가가 오른만큼 가격이 올랐으나 부모님도 만족하시고 양념이 맛있어서 당기는맛이었고 직원분들도 친절하셔서 만족하고 맛있게 먹었음
해물찜,가로수 그곳,서울 강남구 강남대로152길 29 . 지하1층(신사동),02-540-4943,음식이 맛있어요 667,재료가 신선해요 520,친절해요 384,특별한 메뉴가 있어요 343,가성비가 좋아요 291,"The restaurant specializes in Seafood.Seafood Patter: It is fresh. Especially, Abalone and Sea Cucumber are not hard but softly chewy.Ssafood Stew: Meaty crab meat is impressive. It tastes better when it is boiled for a long time for deep flavor.It is a small, hygienic, clean restaurant and staffs are kind. Ambience is also good with good music selection. Fee parking lot right next to it."
해물찜,오늘은해물찜 손칼국수 답십리점,서울 동대문구 전농로 51,02-2212-2828,음식이 맛있어요 385,양이 많아요 127,친절해요 121,재료가 신선해요 99,가성비가 좋아요 81,오늘은해물찜 손칼국수 답십리점 에서 해물찜과 해물전먹었는데 인심넉넉하게 양이 많고 맛도 좋아요해물찜도 다양한해물이 많이 들어가서 골라먹는재미도있고 양념자극적이지않게 맛있습니다마무리 볶음밥도 너무 맛있어서 완전만족하고왔습니다~^^
해물찜,미스터아구 DMC점,서울 은평구 수색로 190 1층,02-304-8680,음식이 맛있어요 835,매장이 넓어요 398,단체모임 하기 좋아요 253,반찬이 잘 나와요 251,친절해요 241,"DMC 맛집, 수색맛집,상암 맛집, 은평 미스터아구 DMC점에서 철판해물볶음, 볶음밥, 새우튀김 맛나게 먹었어요.철판해물볶음은 양념도 너무 맛있게 잘 되었더라구요. 맛있는 매운맛이라 정말 맛나게 잘 먹었네요 ㅋㅋㅋㅋ#DMC맛집 #수색맛집 #상암맛집 #은평미스터아구DMC점#새우튀김 #볶음밥 #철판해물볶음"
해물찜,고창복의낙지세상 봉천점,서울 관악구 남부순환로 1725,02-886-4242,음식이 맛있어요 840,매장이 넓어요 256,재료가 신선해요 243,양이 많아요 193,친절해요 181,"지난번 친구와 낚지볶음 맛있게 먹고부모님 식구들 모시고 전골,해물찜,파전,만두 골고루 시켜 먹었어요 :)낙지가 생물이라 아주 실하고 양도 푸짐해서 대식구가 먹기에 아주 좋았어요!!예약해서 방문드렸는데 친절하셨고 요청드리는 것도 잘 들어주셔서 뜻깊은 날에 맛있는 식사했습니다👍전골은 국물이 있어서 술안주에 제격이고 해물찜은 약간은 매콤해서 아이들이 먹기에는 그래서 만두와 파전을 시켰더니 딱이네요!!다음에 또 방문드릴게요😍"
해물찜,찜집,서울 광진구 자양번영로 44 1층 찜집,02-444-0007,음식이 맛있어요 319,양이 많아요 161,친절해요 106,재료가 신선해요 93,가성비가 좋아요 77,아구찜맛집!!!!양념이 생각나는 맛 ㅋㅋㅋ그리고 반찬중에 번데기가 따뜻해서 너무 좋아요 👍 👍 👍 👍 옛날 추억 소환😊 맨날 아구찜만 먹다가 해물찜 먹어봤는데흠... ㅠㅠ 가격대비 좀 부실했어요 ㅠㅠ아구찜은 완전 푸짐했는데... ㅠㅠ다음에는 아구찜에 숙회 추가하는게 낫겠어요 ㅜㅜ 담에 다시 도전!!
황태구이,동우황태 발산점,서울 강서구 강서로 419 1층 115~116호,0507-1434-9094,미등록,미등록,미등록,미등록,미등록,맛이 깔끔하고 해장에도 딱인것 같네요 반찬도 알차고 양도 많아서 좋습니다! 원래는 계란말이가 나오는데 다 떨어져서 후라이를 주셨다네요. 국이랑 반찬이 모두 리필돼서 좋은것 같습니다. 잘먹었어요~
황태구이,황태와쭈꾸미,서울 중구 동호로30길 41 1층 황태와쭈꾸미본점,02-2277-6385,음식이 맛있어요 38,가성비가 좋아요 18,친절해요 16,혼밥하기 좋아요 13,양이 많아요 13,동대입구역 가성비밥집! 이런 곳이 있는 줄 이제 알았네요 .. 명태회무침 올라간 비빔밥은 재료 양도 진짜 많고 회무침이 정말 맛있더라구요. 갖 볶아져 나온 제육덮밥은 고기두 많고 남자친구가 정말 맛있게 먹었어요! 황태구이 시그니처라 한 마리 주문했는데 양념이 대박👏🏻 술안주로도 좋구 삼겹살쭈꾸미 많이 드시던데 식사하러 와도 되겠어요. 이런 가격 찾기 힘든데 갓성비 최고라 집밥 먹고싶을 때 자주 올꺼 같아요.
황태구이,일품진진수라 광화문점,서울 종로구 종로5길 7 타워8빌딩 지하 2층,0507-1430-8191,음식이 맛있어요 536,단체모임 하기 좋아요 339,특별한 날 가기 좋아요 308,친절해요 307,차분한 분위기에요 262,모두 룸으로 되어있어 주위 의식하지않고 식사하기 편하구요. 음식들이 깔끔하고 맛있어요. 밥이 젤로 맛있어요. 엄마도 만족하셨구요. 직원분들도 다들 친절하셔서 더 좋았어요. 주차는 건물 지하7층까지 있는데 밥먹고 2시에 나왔는데도 차가 많드라구요.
황태구이,일품진진수라 강남점,서울 서초구 서초대로 254 지하2층,0507-1394-3112,음식이 맛있어요 253,단체모임 하기 좋아요 164,친절해요 141,특별한 날 가기 좋아요 141,매장이 청결해요 121,저의 취업 기념으로 울산에서 가족들이 올라오게 되어 밥집을 찾아보다 방문했습니당! 늦둥이 동생이 있어 노키즈존이 아닌곳이어야 했는데 여긴 애기의자 애기식판 수저까지 다 준비되어 있더라고용!! 애기들 메뉴가 따로 있는건 아니라서 같이 나눠먹어야 했는데 어느정도 먹는 양이 있다면 단품 추가하거나 코스 주문해서 먹으면 될 거 같긴했어영!! 안먹는건 저희가 더 먹으면 되니까영ㅋㅋㅋㅋ 여하튼 부모님도 계속 맛있다 하시니 식당 잘 고른거 같아서 제가 다 뿌듯했습니다^-^ 직원들도 다 넘 친절하고 좋았어영
황태구이,툇마루밥상,서울 송파구 송파대로 111 파크하비오 205동 211호,02-409-6979,음식이 맛있어요 615,재료가 신선해요 192,친절해요 189,양이 많아요 169,단체모임 하기 좋아요 141,문정동에서부터 자주 갔던 곳인데 가게 이전 했더라구요 이전보다 더 맛있게 잘먹었어요 엄니도 맛있게 드셔서 기분 좋게 식사 하고 나왔어요 ~ 평일인데도 근처 회사가 많아서 그런지 북적북적 했어요
황태구이,진부령황태촌 화곡점,서울 강서구 강서로 148,02-2603-8892,음식이 맛있어요 557,친절해요 234,양이 많아요 207,가성비가 좋아요 189,재료가 신선해요 183,겨울에 먹으면더 없이 좋은 음식...목이 칼칼한듯해먹으러왔는데여전히 사람 많네요.동태탕 주문할까하다내장 동태 같이 나오는섞어탕 주문했는데탁월한 선택이네요.맛집이예요.주인분 엄청 친절하세요.주위 살피다 반찬도더 달라고 안했는데테이블에 와서 더 갖다줄까요?하고 물어보시고..갖다주시면서더 필요하면 얘기하라고...기분좋은 식사였습니다.
